"filename", "language", "JavaScript", "JSON", "HTML", "Markdown", "Docker", "XML", "JavaScript JSX", "YAML", "JSON with Comments", "Properties", "TypeScript JSX", "TypeScript", "CSS", "comment", "blank", "total"
"d:\Websites\Prescripto\website\backend\routes\medicalQuestionnaireRoute.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 20
"d:\Websites\Prescripto\website\backend\routes\medicineRoute.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 23
"d:\Websites\Prescripto\website\backend\routes\medicineRoutes.js", "JavaScript", 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 42, 428
"d:\Websites\Prescripto\website\backend\routes\notificationRoute.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 44
"d:\Websites\Prescripto\website\backend\routes\patientRoute.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 33
"d:\Websites\Prescripto\website\backend\routes\patientRoutes.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 18
"d:\Websites\Prescripto\website\backend\routes\paymentRoutes.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 27
"d:\Websites\Prescripto\website\backend\routes\perioperativeChecklistRoute.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 42
"d:\Websites\Prescripto\website\backend\routes\pharmacyRoute.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 31
"d:\Websites\Prescripto\website\backend\routes\prescriptionRoutes.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 42
"d:\Websites\Prescripto\website\backend\routes\receptionRoute.js", "JavaScript", 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 37, 246
"d:\Websites\Prescripto\website\backend\routes\saleHistoryRoute.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 23
"d:\Websites\Prescripto\website\backend\routes\saleRoutes.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 28
"d:\Websites\Prescripto\website\backend\routes\salesRoute.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 40
"d:\Websites\Prescripto\website\backend\routes\sessionRoutes.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"d:\Websites\Prescripto\website\backend\routes\settingsRoute.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 51
"d:\Websites\Prescripto\website\backend\routes\staffRoute.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 24
"d:\Websites\Prescripto\website\backend\routes\statisticsRoute.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 18
"d:\Websites\Prescripto\website\backend\routes\subscriberRoute.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\Websites\Prescripto\website\backend\routes\testBlogRoute.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\Websites\Prescripto\website\backend\routes\testimonialRoute.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 25
"d:\Websites\Prescripto\website\backend\routes\todoRoutes.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 22
"d:\Websites\Prescripto\website\backend\routes\userRoute.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 69
"d:\Websites\Prescripto\website\backend\routes\vehicleRoute.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 44
"d:\Websites\Prescripto\website\backend\routes\verificationRoute.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 19
"d:\Websites\Prescripto\website\backend\routes\vhidRoute.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 45
"d:\Websites\Prescripto\website\backend\routes\viewerRoute.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 54
"d:\Websites\Prescripto\website\backend\routes\walletRoute.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 33
"d:\Websites\Prescripto\website\backend\routes\wardRoute.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 32
"d:\Websites\Prescripto\website\backend\routes\wardRoutes.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 23
"d:\Websites\Prescripto\website\backend\routes\webhooks.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 178
"d:\Websites\Prescripto\website\backend\routes\whatsappWebhooks.js", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 57
"d:\Websites\Prescripto\website\backend\security\security.js", "JavaScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 157
"d:\Websites\Prescripto\website\backend\server.js", "JavaScript", 1122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 137, 1289
"d:\Websites\Prescripto\website\backend\services\appointmentScheduler.js", "JavaScript", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 36, 204
"d:\Websites\Prescripto\website\backend\tests\autoCancelSystem.test.js", "JavaScript", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 37, 214
"d:\Websites\Prescripto\website\backend\tests\bedAllocation.test.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 24
"d:\Websites\Prescripto\website\backend\tests\debug-payment-link.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"d:\Websites\Prescripto\website\backend\tests\diagnose-zoho-issue.js", "JavaScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 102
"d:\Websites\Prescripto\website\backend\tests\firebase.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 23
"d:\Websites\Prescripto\website\backend\tests\fix-zoho-payments.js", "JavaScript", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 154
"d:\Websites\Prescripto\website\backend\tests\keepAlive.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 18
"d:\Websites\Prescripto\website\backend\tests\payment-status.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 56
"d:\Websites\Prescripto\website\backend\tests\quick-zoho-test.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 72
"d:\Websites\Prescripto\website\backend\tests\seedEventRSVPs.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 82
"d:\Websites\Prescripto\website\backend\tests\setup-google-wallet-credentials.js", "JavaScript", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35, 199
"d:\Websites\Prescripto\website\backend\tests\switch-payment-mode.js", "JavaScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 79
"d:\Websites\Prescripto\website\backend\tests\test-appointment-pdf.js", "JavaScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 142
"d:\Websites\Prescripto\website\backend\tests\test-auth.js", "JavaScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 115
"d:\Websites\Prescripto\website\backend\tests\test-booking-modes.js", "JavaScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 163
"d:\Websites\Prescripto\website\backend\tests\test-complete-payment-flow.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 70
"d:\Websites\Prescripto\website\backend\tests\test-connection.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 55
"d:\Websites\Prescripto\website\backend\tests\test-email.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 66
"d:\Websites\Prescripto\website\backend\tests\test-fixed-payment-flow.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 40
"d:\Websites\Prescripto\website\backend\tests\test-medical-files-api.js", "JavaScript", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 166
"d:\Websites\Prescripto\website\backend\tests\test-payment-creation.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 55
"d:\Websites\Prescripto\website\backend\tests\test-payment-link-creation.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 63
"d:\Websites\Prescripto\website\backend\tests\test-payment-system.js", "JavaScript", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 191
"d:\Websites\Prescripto\website\backend\tests\test-pdf-generation-simple.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 52
"d:\Websites\Prescripto\website\backend\tests\test-prescription-system.js", "JavaScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 153
"d:\Websites\Prescripto\website\backend\tests\test-testimonial-system.js", "JavaScript", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 213
"d:\Websites\Prescripto\website\backend\tests\test-webhook-flow.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 64
"d:\Websites\Prescripto\website\backend\tests\test-zoho-integration.js", "JavaScript", 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 215
"d:\Websites\Prescripto\website\backend\tests\test-zoho-now.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"d:\Websites\Prescripto\website\backend\tests\validate-zoho-config.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 125
"d:\Websites\Prescripto\website\backend\tests\validate-zoho-token.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 69
"d:\Websites\Prescripto\website\backend\tests\verify-google-drive-setup.js", "JavaScript", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26, 161
"d:\Websites\Prescripto\website\backend\tests\verify-google-wallet-setup.js", "JavaScript", 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45, 281
"d:\Websites\Prescripto\website\backend\tests\verify-real-payments.js", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 89
"d:\Websites\Prescripto\website\backend\tests\zoho-env-check.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 23
"d:\Websites\Prescripto\website\backend\tests\zoho-payment-fix.js", "JavaScript", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 184
"d:\Websites\Prescripto\website\backend\utils\apiFeatures.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 62
"d:\Websites\Prescripto\website\backend\utils\apiKeyGenerator.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\website\backend\utils\appointmentCancellation.js", "JavaScript", 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57, 366
"d:\Websites\Prescripto\website\backend\utils\autoUploadToDrive.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 103
"d:\Websites\Prescripto\website\backend\utils\convertWalletImages.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 144
"d:\Websites\Prescripto\website\backend\utils\csvGenerator.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 29
"d:\Websites\Prescripto\website\backend\utils\dateHelper.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 81
"d:\Websites\Prescripto\website\backend\utils\emailReminderService.js", "JavaScript", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 217
"d:\Websites\Prescripto\website\backend\utils\emailService.js", "JavaScript", 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32, 335
"d:\Websites\Prescripto\website\backend\utils\emailTemplates.js", "JavaScript", 694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 73, 773
"d:\Websites\Prescripto\website\backend\utils\gpsSimulator.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 82
"d:\Websites\Prescripto\website\backend\utils\jwt-test.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 58
"d:\Websites\Prescripto\website\backend\utils\noShowCancellation.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 53
"d:\Websites\Prescripto\website\backend\utils\notificationHelper.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 91
"d:\Websites\Prescripto\website\backend\utils\pdfGenerator.js", "JavaScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 132
"d:\Websites\Prescripto\website\backend\utils\permissions.js", "JavaScript", 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 46, 355
"d:\Websites\Prescripto\website\backend\utils\pkpassGenerator.js", "JavaScript", 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 213
"d:\Websites\Prescripto\website\backend\utils\razorpayService.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 72
"d:\Websites\Prescripto\website\backend\utils\scheduledTasks.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 39
"d:\Websites\Prescripto\website\backend\utils\smsService.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 96
"d:\Websites\Prescripto\website\backend\utils\staffExporter.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 111
"d:\Websites\Prescripto\website\backend\utils\stripeService.js", "JavaScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 104
"d:\Websites\Prescripto\website\backend\utils\testWhatsApp.js", "JavaScript", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 53, 260
"d:\Websites\Prescripto\website\backend\utils\uploadToDrive.js", "JavaScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 95
"d:\Websites\Prescripto\website\backend\utils\validation.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\Websites\Prescripto\website\backend\utils\walletPassStructure.js", "JavaScript", 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 311
"d:\Websites\Prescripto\website\backend\utils\whatsappService.js", "JavaScript", 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 88, 400
"d:\Websites\Prescripto\website\backend\utils\zohoAPI.js", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"d:\Websites\Prescripto\website\backend\utils\zohoOAuth.js", "JavaScript", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 91
"d:\Websites\Prescripto\website\backend\utils\zohoPaymentsService.js", "JavaScript", 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 29, 337
"d:\Websites\Prescripto\website\backend\utils\zohoVerify.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 23
"d:\Websites\Prescripto\website\backend\utils\zohoWebhookService.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 110
"d:\Websites\Prescripto\website\backend\vercel.json", "JSON", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"d:\Websites\Prescripto\website\frontend\.eslintrc.cjs", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\Websites\Prescripto\website\frontend\Dockerfile", "Docker", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13
"d:\Websites\Prescripto\website\frontend\README.md", "Markdown", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"d:\Websites\Prescripto\website\frontend\index.html", "HTML", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 87
"d:\Websites\Prescripto\website\frontend\package-lock.json", "JSON", 0, 9800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9801
"d:\Websites\Prescripto\website\frontend\package.json", "JSON", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 77
"d:\Websites\Prescripto\website\frontend\postcss.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Websites\Prescripto\website\frontend\public\Emailbanner.svg", "XML", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"d:\Websites\Prescripto\website\frontend\public\favicon.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\Websites\Prescripto\website\frontend\public\google2174a046f237dc80.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Websites\Prescripto\website\frontend\public\sitemap.xml", "XML", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63
"d:\Websites\Prescripto\website\frontend\public\vite.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Websites\Prescripto\website\frontend\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 11, 20, 167
"d:\Websites\Prescripto\website\frontend\src\assets\Dermatologist.svg", "XML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\Websites\Prescripto\website\frontend\src\assets\Emailbanner.svg", "XML", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"d:\Websites\Prescripto\website\frontend\src\assets\Gastroenterologist.svg", "XML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\Websites\Prescripto\website\frontend\src\assets\General_physician.svg", "XML", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\Websites\Prescripto\website\frontend\src\assets\Gynecologist.svg", "XML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"d:\Websites\Prescripto\website\frontend\src\assets\Neurologist.svg", "XML", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"d:\Websites\Prescripto\website\frontend\src\assets\Notification.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Websites\Prescripto\website\frontend\src\assets\Pediatricians.svg", "XML", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"d:\Websites\Prescripto\website\frontend\src\assets\about.svg", "XML", 0, 0, 0, 0, 0, 3933, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3944
"d:\Websites\Prescripto\website\frontend\src\assets\arrow_icon.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\website\frontend\src\assets\assets.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 153
"d:\Websites\Prescripto\website\frontend\src\assets\chats_icon.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\website\frontend\src\assets\download 1.svg", "XML", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\Websites\Prescripto\website\frontend\src\assets\download 2.svg", "XML", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 1, 135
"d:\Websites\Prescripto\website\frontend\src\assets\download 3.svg", "XML", 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 1, 241
"d:\Websites\Prescripto\website\frontend\src\assets\download 4.svg", "XML", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\Websites\Prescripto\website\frontend\src\assets\download 5.svg", "XML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"d:\Websites\Prescripto\website\frontend\src\assets\download 6.svg", "XML", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"d:\Websites\Prescripto\website\frontend\src\assets\dropdown_icon.svg", "XML", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Websites\Prescripto\website\frontend\src\assets\empty-family.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Websites\Prescripto\website\frontend\src\assets\hospital1.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\Websites\Prescripto\website\frontend\src\assets\hospital2.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\Websites\Prescripto\website\frontend\src\assets\hospital3.svg", "XML", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Websites\Prescripto\website\frontend\src\assets\hospital4.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\Websites\Prescripto\website\frontend\src\assets\hospital5.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\Websites\Prescripto\website\frontend\src\assets\hospital6.svg", "XML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"d:\Websites\Prescripto\website\frontend\src\assets\info_icon.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\website\frontend\src\assets\logo.svg", "XML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\website\frontend\src\assets\menu_icon.svg", "XML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\website\frontend\src\assets\notfound-lottie.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Websites\Prescripto\website\frontend\src\assets\verified_icon.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\website\frontend\src\components\Banner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 1, 6, 28
"d:\Websites\Prescripto\website\frontend\src\components\BookingModeSelector.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 549, 0, 0, 0, 0, 0, 0, 15, 67, 631
"d:\Websites\Prescripto\website\frontend\src\components\ConnectionTroubleshooter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 1, 19, 195
"d:\Websites\Prescripto\website\frontend\src\components\CosmeticSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 403, 0, 0, 0, 0, 0, 0, 17, 39, 459
"d:\Websites\Prescripto\website\frontend\src\components\CreateFamily.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 8, 29, 366
"d:\Websites\Prescripto\website\frontend\src\components\CustomCaptcha.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 20, 27, 270
"d:\Websites\Prescripto\website\frontend\src\components\CustomCursor.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 8, 46
"d:\Websites\Prescripto\website\frontend\src\components\CustomCursor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 3, 13, 69
"d:\Websites\Prescripto\website\frontend\src\components\DoctorTestimonials.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 2, 15, 225
"d:\Websites\Prescripto\website\frontend\src\components\EntryIDCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 5, 51
"d:\Websites\Prescripto\website\frontend\src\components\ErrorBoundary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 4, 7, 54
"d:\Websites\Prescripto\website\frontend\src\components\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 13, 16, 174
