"filename", "language", "JavaScript", "JSON", "HTML", "Markdown", "Docker", "XML", "JavaScript JSX", "YAML", "JSON with Comments", "Properties", "TypeScript JSX", "TypeScript", "CSS", "comment", "blank", "total"
"d:\Websites\Prescripto\website\frontend\src\components\GoogleFitData.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 440, 0, 0, 0, 0, 0, 0, 14, 27, 481
"d:\Websites\Prescripto\website\frontend\src\components\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 8, 43
"d:\Websites\Prescripto\website\frontend\src\components\HealthTips.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 2, 8, 80
"d:\Websites\Prescripto\website\frontend\src\components\LoadingScreen.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Websites\Prescripto\website\frontend\src\components\MedicalFilesSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 454, 0, 0, 0, 0, 0, 0, 11, 36, 501
"d:\Websites\Prescripto\website\frontend\src\components\MedicineSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 10, 29, 260
"d:\Websites\Prescripto\website\frontend\src\components\Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 325, 0, 0, 0, 0, 0, 0, 19, 22, 366
"d:\Websites\Prescripto\website\frontend\src\components\NotificationMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 7, 18, 277
"d:\Websites\Prescripto\website\frontend\src\components\PasswordChangeForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 8, 117
"d:\Websites\Prescripto\website\frontend\src\components\PatientHistory.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 10, 87
"d:\Websites\Prescripto\website\frontend\src\components\PrescriptionForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 332, 0, 0, 0, 0, 0, 0, 19, 40, 391
"d:\Websites\Prescripto\website\frontend\src\components\PrescriptionTemplates.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 8, 116
"d:\Websites\Prescripto\website\frontend\src\components\ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\Websites\Prescripto\website\frontend\src\components\ReCaptchaWrapper.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 2, 15, 106
"d:\Websites\Prescripto\website\frontend\src\components\RelatedDoctors.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 5, 41
"d:\Websites\Prescripto\website\frontend\src\components\SEO.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 9, 10, 95
"d:\Websites\Prescripto\website\frontend\src\components\SearchBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 1, 5, 71
"d:\Websites\Prescripto\website\frontend\src\components\SpecialityMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Websites\Prescripto\website\frontend\src\components\StatisticsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 10, 19, 159
"d:\Websites\Prescripto\website\frontend\src\components\TopDoctors.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 7, 9, 68
"d:\Websites\Prescripto\website\frontend\src\components\WardManagement.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 3, 11, 151
"d:\Websites\Prescripto\website\frontend\src\components\WriteReviewButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 6, 29
"d:\Websites\Prescripto\website\frontend\src\components\blogpage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 8, 14, 217
"d:\Websites\Prescripto\website\frontend\src\components\dashboard\AnalyticsDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 8, 17, 189
"d:\Websites\Prescripto\website\frontend\src\components\dashboard\DataPreview.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"d:\Websites\Prescripto\website\frontend\src\components\dashboard\FileUploader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 4, 8, 76
"d:\Websites\Prescripto\website\frontend\src\components\dashboard\LoadingSpinner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Websites\Prescripto\website\frontend\src\components\dashboard\SummaryCards.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 3, 66
"d:\Websites\Prescripto\website\frontend\src\components\profile\VHealthCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 385, 0, 0, 0, 0, 0, 0, 19, 29, 433
"d:\Websites\Prescripto\website\frontend\src\components\settings\SettingsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 977, 0, 0, 0, 0, 0, 0, 42, 71, 1090
"d:\Websites\Prescripto\website\frontend\src\context\AppContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 15, 25, 198
"d:\Websites\Prescripto\website\frontend\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 312, 0, 50, 362
"d:\Websites\Prescripto\website\frontend\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 3, 28
"d:\Websites\Prescripto\website\frontend\src\pages\About.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 8, 15, 219
"d:\Websites\Prescripto\website\frontend\src\pages\ApiMarketplace.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 5, 17, 321
"d:\Websites\Prescripto\website\frontend\src\pages\Appointment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 17, 42, 411
"d:\Websites\Prescripto\website\frontend\src\pages\AppointmentScan.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 11, 20, 271
"d:\Websites\Prescripto\website\frontend\src\pages\BACCalculator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 3, 13, 108
"d:\Websites\Prescripto\website\frontend\src\pages\BMICalculator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 371, 0, 0, 0, 0, 0, 0, 19, 28, 418
"d:\Websites\Prescripto\website\frontend\src\pages\BMRCalculator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 1, 12, 100
"d:\Websites\Prescripto\website\frontend\src\pages\BlogDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0, 0, 0, 11, 40, 435
"d:\Websites\Prescripto\website\frontend\src\pages\Blogs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 5, 14, 164
"d:\Websites\Prescripto\website\frontend\src\pages\Community.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 408, 0, 0, 0, 0, 0, 0, 27, 36, 471
"d:\Websites\Prescripto\website\frontend\src\pages\Contact.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 6, 13, 206
"d:\Websites\Prescripto\website\frontend\src\pages\CosmeticDetails.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 0, 0, 35, 38, 482
"d:\Websites\Prescripto\website\frontend\src\pages\Cosmetics.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 1, 4, 38
"d:\Websites\Prescripto\website\frontend\src\pages\CreatePost.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 14, 144
"d:\Websites\Prescripto\website\frontend\src\pages\Doctors.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 479, 0, 0, 0, 0, 0, 0, 43, 53, 575
"d:\Websites\Prescripto\website\frontend\src\pages\Donation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 556, 0, 0, 0, 0, 0, 0, 26, 48, 630
"d:\Websites\Prescripto\website\frontend\src\pages\EventDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 627, 0, 0, 0, 0, 0, 0, 32, 68, 727
"d:\Websites\Prescripto\website\frontend\src\pages\Events.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 10, 22, 257
"d:\Websites\Prescripto\website\frontend\src\pages\EyeTest.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 475, 0, 0, 0, 0, 0, 0, 25, 52, 552
"d:\Websites\Prescripto\website\frontend\src\pages\FamilyList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 9, 21, 296
"d:\Websites\Prescripto\website\frontend\src\pages\Faq.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 5, 64
"d:\Websites\Prescripto\website\frontend\src\pages\Features.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 9, 11, 151
"d:\Websites\Prescripto\website\frontend\src\pages\FitnessAnalysis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 687, 0, 0, 0, 0, 0, 0, 27, 55, 769
"d:\Websites\Prescripto\website\frontend\src\pages\GoogleFitDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 16, 220
"d:\Websites\Prescripto\website\frontend\src\pages\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"d:\Websites\Prescripto\website\frontend\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 0, 25, 40, 495
"d:\Websites\Prescripto\website\frontend\src\pages\MedicalDataDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 2192, 0, 0, 0, 0, 0, 0, 165, 190, 2547
"d:\Websites\Prescripto\website\frontend\src\pages\MedicineDetails.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 743, 0, 0, 0, 0, 0, 0, 17, 50, 810
"d:\Websites\Prescripto\website\frontend\src\pages\Medicines.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 644, 0, 0, 0, 0, 0, 0, 67, 88, 799
"d:\Websites\Prescripto\website\frontend\src\pages\MenstrualPeriodCalculator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 16, 33, 352
"d:\Websites\Prescripto\website\frontend\src\pages\MyAppointments.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 1261, 0, 0, 0, 0, 0, 0, 132, 150, 1543
"d:\Websites\Prescripto\website\frontend\src\pages\MyProfile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 868, 0, 0, 0, 0, 0, 0, 24, 78, 970
"d:\Websites\Prescripto\website\frontend\src\pages\NotFound.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"d:\Websites\Prescripto\website\frontend\src\pages\Notifications.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 2, 15, 132
"d:\Websites\Prescripto\website\frontend\src\pages\PaceCalculator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 10, 83
"d:\Websites\Prescripto\website\frontend\src\pages\Privacy.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 24, 118
"d:\Websites\Prescripto\website\frontend\src\pages\SiteMap.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 4, 85
"d:\Websites\Prescripto\website\frontend\src\pages\SkinAnalysis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 637, 0, 0, 0, 0, 0, 0, 42, 63, 742
"d:\Websites\Prescripto\website\frontend\src\pages\Team.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 6, 12, 151
"d:\Websites\Prescripto\website\frontend\src\pages\Terms.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 15, 104
"d:\Websites\Prescripto\website\frontend\src\pages\TestPayment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 16, 135
"d:\Websites\Prescripto\website\frontend\src\pages\Testimonials.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 488, 0, 0, 0, 0, 0, 0, 24, 38, 550
"d:\Websites\Prescripto\website\frontend\src\pages\TodoList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 13, 122
"d:\Websites\Prescripto\website\frontend\src\pages\Verification.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 390, 0, 0, 0, 0, 0, 0, 20, 45, 455
"d:\Websites\Prescripto\website\frontend\src\pages\Verify.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 394, 0, 0, 0, 0, 0, 0, 17, 44, 455
"d:\Websites\Prescripto\website\frontend\src\pages\WardManagement.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 15
"d:\Websites\Prescripto\website\frontend\src\pages\WritePrescription.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"d:\Websites\Prescripto\website\frontend\src\utils\connectionDiagnostic.js", "JavaScript", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 159
"d:\Websites\Prescripto\website\frontend\src\utils\connectionHelper.js", "JavaScript", 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 43, 375
"d:\Websites\Prescripto\website\frontend\src\utils\constants.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4
"d:\Websites\Prescripto\website\frontend\src\utils\dataAnalyzer.js", "JavaScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 122
"d:\Websites\Prescripto\website\frontend\src\utils\validateEnv.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"d:\Websites\Prescripto\website\frontend\tailwind.config.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72
"d:\Websites\Prescripto\website\frontend\vercel.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Websites\Prescripto\website\frontend\vite.config.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18
"d:\Websites\Prescripto\website\main.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 89
"d:\Websites\Prescripto\website\package-lock.json", "JSON", 0, 4102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4103
"d:\Websites\Prescripto\website\package.json", "JSON", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"Total", "-", 33579, 73138, 184, 2776, 14, 4975, 56988, 74, 17, 1, 2898, 84, 402, 4982, 11689, 191801
